state,district,year,quarter,user_count
Telangana,warangal rural district,2020,1,138279
Telangana,kumuram bheem asifabad district,2020,1,62210
Telangana,nizamabad district,2020,1,320572
Telangana,adilabad district,2020,1,90082
Telangana,rajanna sircilla district,2020,1,119857
Telangana,nagarkurnool district,2020,1,165017
Telangana,peddapalle district,2020,1,219359
Telangana,nirmal district,2020,1,105257
Telangana,mahabubabad district,2020,1,133329
Telangana,sangareddy district,2020,1,542540
Telangana,wanaparthy district,2020,1,95305
Telangana,vikarabad district,2020,1,146927
Telangana,jagtial district,2020,1,186557
Telangana,yadadri bhuvanagiri district,2020,1,184218
Telangana,medak district,2020,1,131276
Telangana,mahbubnagar district,2020,1,198442
Telangana,jaya shankar bhalupally district,2020,1,83741
Telangana,warangal urban district,2020,1,457591
Telangana,rangareddy district,2020,1,2166829
Telangana,hyderabad district,2020,1,2483843
Telangana,suryapet district,2020,1,215377
Telangana,jogulamba gadwal district,2020,1,98743
Telangana,kamareddy district,2020,1,162054
Telangana,mulugu district,2020,1,47202
Telangana,medchal malkajgiri district,2020,1,1845599
Telangana,karimnagar district,2020,1,334300
Telangana,mancherial district,2020,1,201832
Telangana,siddipet district,2020,1,245168
Telangana,khammam district,2020,1,340747
Telangana,narayanpet district,2022,4,164467
Telangana,nalgonda district,2022,4,793688
Telangana,jangaon district,2022,4,268072
Telangana,bhadradri kothagudem district,2022,4,542203
Telangana,warangal rural district,2022,4,301876
Telangana,kumuram bheem asifabad district,2022,4,149386
Telangana,nizamabad district,2022,4,729287
Telangana,adilabad district,2022,4,212112
Telangana,rajanna sircilla district,2022,4,259226
Telangana,nagarkurnool district,2022,4,376720
Telangana,peddapalle district,2022,4,457038
Telangana,nirmal district,2022,4,246252
Telangana,mahabubabad district,2022,4,300406
Telangana,sangareddy district,2022,4,1159594
Telangana,wanaparthy district,2022,4,214000
Telangana,vikarabad district,2022,4,339772
Telangana,jagtial district,2022,4,416065
Telangana,yadadri bhuvanagiri district,2022,4,401963
Telangana,medak district,2022,4,291807
Telangana,mahbubnagar district,2022,4,437901
Telangana,jaya shankar bhalupally district,2022,4,181521
Telangana,warangal urban district,2022,4,923715
Telangana,rangareddy district,2022,4,4296707
Telangana,hyderabad district,2022,4,4962214
Telangana,suryapet district,2022,4,490568
Telangana,jogulamba gadwal district,2022,4,232376
Telangana,kamareddy district,2022,4,366726
Telangana,mulugu district,2022,4,110228
Telangana,medchal malkajgiri district,2022,4,3628619
Telangana,karimnagar district,2022,4,687385
Telangana,mancherial district,2022,4,433627
Telangana,siddipet district,2022,4,525155
Telangana,khammam district,2022,4,755705
Telangana,narayanpet district,2022,2,149430
Telangana,nalgonda district,2022,2,719911
Telangana,jangaon district,2022,2,243599
Telangana,bhadradri kothagudem district,2022,2,491003
Telangana,warangal rural district,2022,2,273508
Telangana,kumuram bheem asifabad district,2022,2,135588
Telangana,nizamabad district,2022,2,662427
Telangana,adilabad district,2022,2,192795
Telangana,rajanna sircilla district,2022,2,235439
Telangana,nagarkurnool district,2022,2,342621
Telangana,peddapalle district,2022,2,413849
Telangana,nirmal district,2022,2,223694
Telangana,mahabubabad district,2022,2,272277
Telangana,sangareddy district,2022,2,1051378
Telangana,wanaparthy district,2022,2,194159
Telangana,vikarabad district,2022,2,309288
Telangana,jagtial district,2022,2,377794
Telangana,yadadri bhuvanagiri district,2022,2,364848
Telangana,medak district,2022,2,264807
Telangana,mahbubnagar district,2022,2,397421
Telangana,jaya shankar bhalupally district,2022,2,164390
Telangana,warangal urban district,2022,2,838533
Telangana,rangareddy district,2022,2,3911372
Telangana,hyderabad district,2022,2,4519625
Telangana,suryapet district,2022,2,444281
Telangana,jogulamba gadwal district,2022,2,210937
Telangana,kamareddy district,2022,2,332593
Telangana,mulugu district,2022,2,99897
Telangana,medchal malkajgiri district,2022,2,3297882
Telangana,karimnagar district,2022,2,624054
Telangana,mancherial district,2022,2,392343
Telangana,siddipet district,2022,2,476865
Telangana,khammam district,2022,2,685755
Telangana,narayanpet district,2022,3,157410
Telangana,nalgonda district,2022,3,758377
Telangana,jangaon district,2022,3,256510
Telangana,bhadradri kothagudem district,2022,3,517431
Telangana,warangal rural district,2022,3,288239
Telangana,kumuram bheem asifabad district,2022,3,142886
Telangana,nizamabad district,2022,3,697031
Telangana,adilabad district,2022,3,202926
Telangana,rajanna sircilla district,2022,3,247866
Telangana,nagarkurnool district,2022,3,360550
Telangana,peddapalle district,2022,3,436008
Telangana,nirmal district,2022,3,235565
Telangana,mahabubabad district,2022,3,286902
Telangana,sangareddy district,2022,3,1106571
Telangana,wanaparthy district,2022,3,204432
Telangana,vikarabad district,2022,3,325303
Telangana,jagtial district,2022,3,397688
Telangana,yadadri bhuvanagiri district,2022,3,384141
Telangana,medak district,2022,3,278966
Telangana,mahbubnagar district,2022,3,418280
Telangana,jaya shankar bhalupally district,2022,3,173372
Telangana,warangal urban district,2022,3,881363
Telangana,rangareddy district,2022,3,4105107
Telangana,hyderabad district,2022,3,4739891
Telangana,suryapet district,2022,3,468196
Telangana,jogulamba gadwal district,2022,3,222094
Telangana,kamareddy district,2022,3,350370
Telangana,mulugu district,2022,3,105383
Telangana,medchal malkajgiri district,2022,3,3463208
Telangana,karimnagar district,2022,3,656534
Telangana,mancherial district,2022,3,413504
Telangana,siddipet district,2022,3,502130
Telangana,khammam district,2022,3,721877
Telangana,narayanpet district,2022,1,141328
Telangana,nalgonda district,2022,1,681754
Telangana,jangaon district,2022,1,230792
Telangana,bhadradri kothagudem district,2022,1,465349
Telangana,warangal rural district,2022,1,259006
Telangana,kumuram bheem asifabad district,2022,1,128148
Telangana,nizamabad district,2022,1,628661
Telangana,adilabad district,2022,1,182668
Telangana,rajanna sircilla district,2022,1,223437
Telangana,nagarkurnool district,2022,1,324408
Telangana,peddapalle district,2022,1,392476
Telangana,nirmal district,2022,1,211771
Telangana,mahabubabad district,2022,1,257761
Telangana,sangareddy district,2022,1,997988
Telangana,wanaparthy district,2022,1,183885
Telangana,vikarabad district,2022,1,292925
Telangana,jagtial district,2022,1,358314
Telangana,yadadri bhuvanagiri district,2022,1,345555
Telangana,medak district,2022,1,250764
Telangana,mahbubnagar district,2022,1,377199
Telangana,jaya shankar bhalupally district,2022,1,155585
Telangana,warangal urban district,2022,1,797162
Telangana,rangareddy district,2022,1,3722676
Telangana,hyderabad district,2022,1,4306136
Telangana,suryapet district,2022,1,420703
Telangana,jogulamba gadwal district,2022,1,199570
Telangana,kamareddy district,2022,1,314999
Telangana,mulugu district,2022,1,94447
Telangana,medchal malkajgiri district,2022,1,3138387
Telangana,karimnagar district,2022,1,592752
Telangana,mancherial district,2022,1,371749
Telangana,siddipet district,2022,1,452034
Telangana,khammam district,2022,1,650223
Telangana,narayanpet district,2021,4,132812
Telangana,nalgonda district,2021,4,641044
Telangana,jangaon district,2021,4,216959
Telangana,bhadradri kothagudem district,2021,4,438017
Telangana,warangal rural district,2021,4,243471
Telangana,kumuram bheem asifabad district,2021,4,120270
Telangana,nizamabad district,2021,4,593223
Telangana,adilabad district,2021,4,171840
Telangana,rajanna sircilla district,2021,4,210757
Telangana,nagarkurnool district,2021,4,304863
Telangana,peddapalle district,2021,4,369792
Telangana,nirmal district,2021,4,199256
Telangana,mahabubabad district,2021,4,242028
Telangana,sangareddy district,2021,4,940845
Telangana,wanaparthy district,2021,4,173070
Telangana,vikarabad district,2021,4,275384
Telangana,jagtial district,2021,4,337979
Telangana,yadadri bhuvanagiri district,2021,4,325245
Telangana,medak district,2021,4,235661
Telangana,mahbubnagar district,2021,4,355529
Telangana,jaya shankar bhalupally district,2021,4,146183
Telangana,warangal urban district,2021,4,753613
Telangana,rangareddy district,2021,4,3523496
Telangana,hyderabad district,2021,4,4081185
Telangana,suryapet district,2021,4,395614
Telangana,jogulamba gadwal district,2021,4,187444
Telangana,kamareddy district,2021,4,296281
Telangana,mulugu district,2021,4,88544
Telangana,medchal malkajgiri district,2021,4,2969740
Telangana,karimnagar district,2021,4,559456
Telangana,mancherial district,2021,4,350142
Telangana,siddipet district,2021,4,425592
Telangana,khammam district,2021,4,612314
Telangana,narayanpet district,2021,2,114463
Telangana,nalgonda district,2021,2,555043
Telangana,jangaon district,2021,2,188184
Telangana,bhadradri kothagudem district,2021,2,380059
Telangana,warangal rural district,2021,2,211532
Telangana,kumuram bheem asifabad district,2021,2,103556
Telangana,nizamabad district,2021,2,518801
Telangana,adilabad district,2021,2,148869
Telangana,rajanna sircilla district,2021,2,184273
Telangana,nagarkurnool district,2021,2,263411
Telangana,peddapalle district,2021,2,322666
Telangana,nirmal district,2021,2,172714
Telangana,mahabubabad district,2021,2,209567
Telangana,sangareddy district,2021,2,820387
Telangana,wanaparthy district,2021,2,150138
Telangana,vikarabad district,2021,2,238633
Telangana,jagtial district,2021,2,295472
Telangana,yadadri bhuvanagiri district,2021,2,282382
Telangana,medak district,2021,2,204292
Telangana,mahbubnagar district,2021,2,310193
Telangana,jaya shankar bhalupally district,2021,2,126605
Telangana,warangal urban district,2021,2,661592
Telangana,rangareddy district,2021,2,3097973
Telangana,hyderabad district,2021,2,3598337
Telangana,suryapet district,2021,2,342919
Telangana,jogulamba gadwal district,2021,2,161753
Telangana,kamareddy district,2021,2,257384
Telangana,mulugu district,2021,2,76355
Telangana,medchal malkajgiri district,2021,2,2611159
Telangana,karimnagar district,2021,2,490218
Telangana,mancherial district,2021,2,305137
Telangana,siddipet district,2021,2,370224
Telangana,khammam district,2021,2,532589
Telangana,narayanpet district,2021,3,123698
Telangana,nalgonda district,2021,3,598288
Telangana,jangaon district,2021,3,202760
Telangana,bhadradri kothagudem district,2021,3,409224
Telangana,warangal rural district,2021,3,227582
Telangana,kumuram bheem asifabad district,2021,3,112005
Telangana,nizamabad district,2021,3,556044
Telangana,adilabad district,2021,3,160401
Telangana,rajanna sircilla district,2021,3,197653
Telangana,nagarkurnool district,2021,3,284427
Telangana,peddapalle district,2021,3,346172
Telangana,nirmal district,2021,3,186080
Telangana,mahabubabad district,2021,3,225821
Telangana,sangareddy district,2021,3,880907
Telangana,wanaparthy district,2021,3,161625
Telangana,vikarabad district,2021,3,257234
Telangana,jagtial district,2021,3,316708
Telangana,yadadri bhuvanagiri district,2021,3,303988
Telangana,medak district,2021,3,220085
Telangana,mahbubnagar district,2021,3,332912
Telangana,jaya shankar bhalupally district,2021,3,136483
Telangana,warangal urban district,2021,3,707591
Telangana,rangareddy district,2021,3,3310906
Telangana,hyderabad district,2021,3,3839513
Telangana,suryapet district,2021,3,369487
Telangana,jogulamba gadwal district,2021,3,174716
Telangana,kamareddy district,2021,3,276848
Telangana,mulugu district,2021,3,82466
Telangana,medchal malkajgiri district,2021,3,2790387
Telangana,karimnagar district,2021,3,524929
Telangana,mancherial district,2021,3,327681
Telangana,siddipet district,2021,3,398010
Telangana,khammam district,2021,3,572647
Telangana,narayanpet district,2021,1,106583
Telangana,nalgonda district,2021,1,517727
Telangana,jangaon district,2021,1,175735
Telangana,bhadradri kothagudem district,2021,1,354847
Telangana,warangal rural district,2021,1,197677
Telangana,kumuram bheem asifabad district,2021,1,96381
Telangana,nizamabad district,2021,1,485751
Telangana,adilabad district,2021,1,138946
Telangana,rajanna sircilla district,2021,1,172651
Telangana,nagarkurnool district,2021,1,245417
Telangana,peddapalle district,2021,1,302119
Telangana,nirmal district,2021,1,161330
Telangana,mahabubabad district,2021,1,195493
Telangana,sangareddy district,2021,1,767476
Telangana,wanaparthy district,2021,1,140134
Telangana,vikarabad district,2021,1,222697
Telangana,jagtial district,2021,1,276806
Telangana,yadadri bhuvanagiri district,2021,1,263598
Telangana,medak district,2021,1,190586
Telangana,mahbubnagar district,2021,1,290086
Telangana,jaya shankar bhalupally district,2021,1,118229
Telangana,warangal urban district,2021,1,620947
Telangana,rangareddy district,2021,1,2906635
Telangana,hyderabad district,2021,1,3379663
Telangana,suryapet district,2021,1,320013
Telangana,jogulamba gadwal district,2021,1,150765
Telangana,kamareddy district,2021,1,240460
Telangana,mulugu district,2021,1,71073
Telangana,medchal malkajgiri district,2021,1,2450573
Telangana,karimnagar district,2021,1,459407
Telangana,mancherial district,2021,1,285446
Telangana,siddipet district,2021,1,346000
Telangana,khammam district,2021,1,497818
Telangana,narayanpet district,2018,4,31824
Telangana,nalgonda district,2018,4,171002
Telangana,jangaon district,2018,4,61250
Telangana,bhadradri kothagudem district,2018,4,117947
Telangana,warangal rural district,2018,4,71132
Telangana,kumuram bheem asifabad district,2018,4,29816
Telangana,nizamabad district,2018,4,150190
Telangana,adilabad district,2018,4,43214
Telangana,rajanna sircilla district,2018,4,61982
Telangana,nagarkurnool district,2018,4,74363
Telangana,peddapalle district,2018,4,124191
Telangana,nirmal district,2018,4,51412
Telangana,mahabubabad district,2018,4,65709
Telangana,sangareddy district,2018,4,281038
Telangana,wanaparthy district,2018,4,44681
Telangana,vikarabad district,2018,4,65959
Telangana,jagtial district,2018,4,95149
Telangana,yadadri bhuvanagiri district,2018,4,90727
Telangana,medak district,2018,4,62676
Telangana,mahbubnagar district,2018,4,94570
Telangana,jaya shankar bhalupally district,2018,4,43485
Telangana,warangal urban district,2018,4,249500
Telangana,rangareddy district,2018,4,1217664
Telangana,hyderabad district,2018,4,1336872
Telangana,suryapet district,2018,4,107039
Telangana,jogulamba gadwal district,2018,4,45841
Telangana,kamareddy district,2018,4,77613
Telangana,mulugu district,2018,4,22206
Telangana,medchal malkajgiri district,2018,4,1056739
Telangana,karimnagar district,2018,4,182600
Telangana,mancherial district,2018,4,110062
Telangana,siddipet district,2018,4,122741
Telangana,khammam district,2018,4,168485
Telangana,narayanpet district,2018,2,19241
Telangana,nalgonda district,2018,2,110668
Telangana,jangaon district,2018,2,39257
Telangana,bhadradri kothagudem district,2018,2,76720
Telangana,warangal rural district,2018,2,47143
Telangana,kumuram bheem asifabad district,2018,2,18419
Telangana,nizamabad district,2018,2,100652
Telangana,adilabad district,2018,2,27059
Telangana,rajanna sircilla district,2018,2,41914
Telangana,nagarkurnool district,2018,2,44394
Telangana,peddapalle district,2018,2,86033
Telangana,nirmal district,2018,2,33477
Telangana,mahabubabad district,2018,2,42930
Telangana,sangareddy district,2018,2,182673
Telangana,wanaparthy district,2018,2,28072
Telangana,vikarabad district,2018,2,39810
Telangana,jagtial district,2018,2,64462
Telangana,yadadri bhuvanagiri district,2018,2,58409
Telangana,medak district,2018,2,38843
Telangana,mahbubnagar district,2018,2,60718
Telangana,jaya shankar bhalupally district,2018,2,28820
Telangana,warangal urban district,2018,2,171260
Telangana,rangareddy district,2018,2,804959
Telangana,hyderabad district,2018,2,842483
Telangana,suryapet district,2018,2,69474
Telangana,jogulamba gadwal district,2018,2,28719
Telangana,kamareddy district,2018,2,49421
Telangana,mulugu district,2018,2,14542
Telangana,medchal malkajgiri district,2018,2,696211
Telangana,karimnagar district,2018,2,126122
Telangana,mancherial district,2018,2,76358
Telangana,siddipet district,2018,2,79491
Telangana,khammam district,2018,2,111361
Telangana,narayanpet district,2018,3,24511
Telangana,nalgonda district,2018,3,134723
Telangana,jangaon district,2018,3,47948
Telangana,bhadradri kothagudem district,2018,3,94215
Telangana,warangal rural district,2018,3,57086
Telangana,kumuram bheem asifabad district,2018,3,23354
Telangana,nizamabad district,2018,3,120650
Telangana,adilabad district,2018,3,33800
Telangana,rajanna sircilla district,2018,3,50080
Telangana,nagarkurnool district,2018,3,56759
Telangana,peddapalle district,2018,3,102365
Telangana,nirmal district,2018,3,41370
Telangana,mahabubabad district,2018,3,52527
Telangana,sangareddy district,2018,3,220802
Telangana,wanaparthy district,2018,3,35054
Telangana,vikarabad district,2018,3,50915
Telangana,jagtial district,2018,3,76056
Telangana,yadadri bhuvanagiri district,2018,3,71205
Telangana,medak district,2018,3,48256
Telangana,mahbubnagar district,2018,3,74581
Telangana,jaya shankar bhalupally district,2018,3,35388
Telangana,warangal urban district,2018,3,199919
Telangana,rangareddy district,2018,3,963186
Telangana,hyderabad district,2018,3,1024241
Telangana,suryapet district,2018,3,85201
Telangana,jogulamba gadwal district,2018,3,35851
Telangana,kamareddy district,2018,3,61083
Telangana,mulugu district,2018,3,17937
Telangana,medchal malkajgiri district,2018,3,828425
Telangana,karimnagar district,2018,3,148562
Telangana,mancherial district,2018,3,90605
Telangana,siddipet district,2018,3,96493
Telangana,khammam district,2018,3,135353
Telangana,narayanpet district,2018,1,13945
Telangana,nalgonda district,2018,1,84459
Telangana,jangaon district,2018,1,30373
Telangana,bhadradri kothagudem district,2018,1,57366
Telangana,warangal rural district,2018,1,36701
Telangana,kumuram bheem asifabad district,2018,1,13448
Telangana,nizamabad district,2018,1,77516
Telangana,adilabad district,2018,1,20180
Telangana,rajanna sircilla district,2018,1,32891
Telangana,nagarkurnool district,2018,1,32570
Telangana,peddapalle district,2018,1,67418
Telangana,nirmal district,2018,1,25519
Telangana,mahabubabad district,2018,1,32847
Telangana,sangareddy district,2018,1,142807
Telangana,wanaparthy district,2018,1,20785
Telangana,vikarabad district,2018,1,29719
Telangana,jagtial district,2018,1,51382
Telangana,yadadri bhuvanagiri district,2018,1,45267
Telangana,medak district,2018,1,29694
Telangana,mahbubnagar district,2018,1,45445
Telangana,jaya shankar bhalupally district,2018,1,21824
Telangana,warangal urban district,2018,1,133840
Telangana,rangareddy district,2018,1,635175
Telangana,hyderabad district,2018,1,655175
Telangana,suryapet district,2018,1,52906
Telangana,jogulamba gadwal district,2018,1,21686
Telangana,kamareddy district,2018,1,38028
Telangana,mulugu district,2018,1,10977
Telangana,medchal malkajgiri district,2018,1,549429
Telangana,karimnagar district,2018,1,100028
Telangana,mancherial district,2018,1,59684
Telangana,siddipet district,2018,1,61535
Telangana,khammam district,2018,1,84941
West Bengal,south twenty four parganas district,2023,4,2154289
West Bengal,purba bardhaman district,2023,4,1321422
West Bengal,uttar dinajpur district,2023,4,686351
West Bengal,kalimpong district,2023,4,63057
West Bengal,murshidabad district,2023,4,2100695
West Bengal,paschim medinipur district,2023,4,1437662
West Bengal,dakshin dinajpur district,2023,4,488888
West Bengal,jalpaiguri district,2023,4,443804
West Bengal,purulia district,2023,4,740950
West Bengal,north twenty four parganas district,2023,4,4396190
West Bengal,bankura district,2023,4,1082170
West Bengal,jhargram district,2023,4,208933
West Bengal,howrah district,2023,4,1669556
West Bengal,hooghly district,2023,4,1855311
West Bengal,kolkata district,2023,4,3159912
West Bengal,koch bihar district,2023,4,639234
West Bengal,alipurduar district,2023,4,308491
West Bengal,paschim bardhaman district,2023,4,1307045
West Bengal,nadia district,2023,4,1603527
West Bengal,birbhum district,2023,4,1013025
West Bengal,purba medinipur district,2023,4,1589203
West Bengal,maldah district,2023,4,1134600
West Bengal,darjiling district,2023,4,660231
West Bengal,south twenty four parganas district,2023,2,1993465
West Bengal,purba bardhaman district,2023,2,1221383
West Bengal,uttar dinajpur district,2023,2,632353
West Bengal,kalimpong district,2023,2,58437
West Bengal,murshidabad district,2023,2,1943677
West Bengal,paschim medinipur district,2023,2,1328693
West Bengal,dakshin dinajpur district,2023,2,449101
West Bengal,jalpaiguri district,2023,2,410005
West Bengal,purulia district,2023,2,682071
West Bengal,north twenty four parganas district,2023,2,4079270
West Bengal,bankura district,2023,2,999031
West Bengal,jhargram district,2023,2,192645
West Bengal,howrah district,2023,2,1546777
West Bengal,hooghly district,2023,2,1717832
West Bengal,kolkata district,2023,2,2941189
West Bengal,koch bihar district,2023,2,589504
West Bengal,alipurduar district,2023,2,284829
West Bengal,paschim bardhaman district,2023,2,1211919
West Bengal,nadia district,2023,2,1482400
West Bengal,birbhum district,2023,2,934943
West Bengal,purba medinipur district,2023,2,1468608
West Bengal,maldah district,2023,2,1046132
West Bengal,darjiling district,2023,2,613398
West Bengal,south twenty four parganas district,2023,3,2074469
West Bengal,purba bardhaman district,2023,3,1272153
West Bengal,uttar dinajpur district,2023,3,659711
West Bengal,kalimpong district,2023,3,60803
West Bengal,murshidabad district,2023,3,2023550
West Bengal,paschim medinipur district,2023,3,1384076
West Bengal,dakshin dinajpur district,2023,3,468842
West Bengal,jalpaiguri district,2023,3,427529
West Bengal,purulia district,2023,3,711605
West Bengal,north twenty four parganas district,2023,3,4241525
West Bengal,bankura district,2023,3,1040840
West Bengal,jhargram district,2023,3,200795
West Bengal,howrah district,2023,3,1608895
West Bengal,hooghly district,2023,3,1787671
West Bengal,kolkata district,2023,3,3053050
West Bengal,koch bihar district,2023,3,614856
West Bengal,alipurduar district,2023,3,297043
West Bengal,paschim bardhaman district,2023,3,1260756
West Bengal,nadia district,2023,3,1544294
West Bengal,birbhum district,2023,3,974363
West Bengal,purba medinipur district,2023,3,1530289
West Bengal,maldah district,2023,3,1091634
West Bengal,darjiling district,2023,3,637665
West Bengal,south twenty four parganas district,2023,1,1913867
West Bengal,purba bardhaman district,2023,1,1171416
West Bengal,uttar dinajpur district,2023,1,604337
West Bengal,kalimpong district,2023,1,55972
West Bengal,murshidabad district,2023,1,1868610
West Bengal,paschim medinipur district,2023,1,1274166
West Bengal,dakshin dinajpur district,2023,1,429466
West Bengal,jalpaiguri district,2023,1,392646
West Bengal,purulia district,2023,1,652528
West Bengal,north twenty four parganas district,2023,1,3926974
West Bengal,bankura district,2023,1,957561
West Bengal,jhargram district,2023,1,184460
West Bengal,howrah district,2023,1,1488195
West Bengal,hooghly district,2023,1,1651210
West Bengal,kolkata district,2023,1,2838411
West Bengal,koch bihar district,2023,1,564029
West Bengal,alipurduar district,2023,1,272997
West Bengal,paschim bardhaman district,2023,1,1165703
West Bengal,nadia district,2023,1,1423179
West Bengal,birbhum district,2023,1,896009
West Bengal,purba medinipur district,2023,1,1409101
West Bengal,maldah district,2023,1,1002068
West Bengal,darjiling district,2023,1,589990
West Bengal,south twenty four parganas district,2019,4,741375
West Bengal,purba bardhaman district,2019,4,488492
West Bengal,uttar dinajpur district,2019,4,215655
West Bengal,kalimpong district,2019,4,17771
West Bengal,murshidabad district,2019,4,750671
West Bengal,paschim medinipur district,2019,4,520047
West Bengal,dakshin dinajpur district,2019,4,167751
West Bengal,jalpaiguri district,2019,4,138687
West Bengal,purulia district,2019,4,269243
West Bengal,north twenty four parganas district,2019,4,1638605
West Bengal,bankura district,2019,4,417129
West Bengal,jhargram district,2019,4,75434
West Bengal,howrah district,2019,4,597553
West Bengal,hooghly district,2019,4,694972
West Bengal,kolkata district,2019,4,1238698
West Bengal,koch bihar district,2019,4,196016
West Bengal,alipurduar district,2019,4,96583
West Bengal,paschim bardhaman district,2019,4,492425
West Bengal,nadia district,2019,4,571859
West Bengal,birbhum district,2019,4,380115
West Bengal,purba medinipur district,2019,4,573088
West Bengal,maldah district,2019,4,383514
West Bengal,darjiling district,2019,4,219375
West Bengal,south twenty four parganas district,2019,2,579599
West Bengal,purba bardhaman district,2019,2,387428
West Bengal,uttar dinajpur district,2019,2,169472
West Bengal,kalimpong district,2019,2,13066
West Bengal,murshidabad district,2019,2,548604
West Bengal,paschim medinipur district,2019,2,411877
West Bengal,dakshin dinajpur district,2019,2,131963
West Bengal,jalpaiguri district,2019,2,109309
West Bengal,purulia district,2019,2,212137
West Bengal,north twenty four parganas district,2019,2,1312362
West Bengal,bankura district,2019,2,323010
West Bengal,jhargram district,2019,2,59993
West Bengal,howrah district,2019,2,480813
West Bengal,hooghly district,2019,2,557946
West Bengal,kolkata district,2019,2,1014406
West Bengal,koch bihar district,2019,2,153650
West Bengal,alipurduar district,2019,2,76597
West Bengal,paschim bardhaman district,2019,2,395259
West Bengal,nadia district,2019,2,447979
West Bengal,birbhum district,2019,2,300617
West Bengal,purba medinipur district,2019,2,448850
West Bengal,maldah district,2019,2,305773
West Bengal,darjiling district,2019,2,172085
West Bengal,south twenty four parganas district,2019,3,659919
West Bengal,purba bardhaman district,2019,3,428350
West Bengal,uttar dinajpur district,2019,3,189407
West Bengal,kalimpong district,2019,3,15312
West Bengal,murshidabad district,2019,3,622422
West Bengal,paschim medinipur district,2019,3,455417
West Bengal,dakshin dinajpur district,2019,3,146051
West Bengal,jalpaiguri district,2019,3,122923
West Bengal,purulia district,2019,3,230836
West Bengal,north twenty four parganas district,2019,3,1478650
West Bengal,bankura district,2019,3,353058
West Bengal,jhargram district,2019,3,65500
West Bengal,howrah district,2019,3,540552
West Bengal,hooghly district,2019,3,624518
West Bengal,kolkata district,2019,3,1138965
West Bengal,koch bihar district,2019,3,172002
West Bengal,alipurduar district,2019,3,85888
West Bengal,paschim bardhaman district,2019,3,438438
West Bengal,nadia district,2019,3,502635
West Bengal,birbhum district,2019,3,331414
West Bengal,purba medinipur district,2019,3,504142
West Bengal,maldah district,2019,3,340720
West Bengal,darjiling district,2019,3,196103
West Bengal,south twenty four parganas district,2019,1,487180
West Bengal,purba bardhaman district,2019,1,340321
West Bengal,uttar dinajpur district,2019,1,144521
West Bengal,kalimpong district,2019,1,10477
West Bengal,murshidabad district,2019,1,478812
West Bengal,paschim medinipur district,2019,1,361979
West Bengal,dakshin dinajpur district,2019,1,115269
West Bengal,jalpaiguri district,2019,1,92118
West Bengal,purulia district,2019,1,190392
West Bengal,north twenty four parganas district,2019,1,1130983
West Bengal,bankura district,2019,1,288329
West Bengal,jhargram district,2019,1,53153
West Bengal,howrah district,2019,1,410583
West Bengal,hooghly district,2019,1,480952
West Bengal,kolkata district,2019,1,868126
West Bengal,koch bihar district,2019,1,131010
West Bengal,alipurduar district,2019,1,64136
West Bengal,paschim bardhaman district,2019,1,349928
West Bengal,nadia district,2019,1,385179
West Bengal,birbhum district,2019,1,265201
West Bengal,purba medinipur district,2019,1,389583
West Bengal,maldah district,2019,1,266012
West Bengal,darjiling district,2019,1,145181
West Bengal,south twenty four parganas district,2024,4,2525913
West Bengal,purba bardhaman district,2024,4,1435548
West Bengal,uttar dinajpur district,2024,4,922938
West Bengal,kalimpong district,2024,4,78277
West Bengal,murshidabad district,2024,4,2463675
West Bengal,paschim medinipur district,2024,4,1522845
West Bengal,dakshin dinajpur district,2024,4,489732
West Bengal,jalpaiguri district,2024,4,647266
West Bengal,purulia district,2024,4,809355
West Bengal,north twenty four parganas district,2024,4,5085095
West Bengal,bankura district,2024,4,1017304
West Bengal,jhargram district,2024,4,282208
West Bengal,darjeeling district,2024,4,881187
West Bengal,cooch behar district,2024,4,932485
West Bengal,malda district,2024,4,1444985
West Bengal,howrah district,2024,4,2140752
West Bengal,hooghly district,2024,4,1957356
West Bengal,kolkata district,2024,4,3476288
West Bengal,alipurduar district,2024,4,475688
West Bengal,paschim bardhaman district,2024,4,1468252
West Bengal,nadia district,2024,4,1861738
West Bengal,birbhum district,2024,4,1114220
West Bengal,purba medinipur district,2024,4,1717074
West Bengal,south twenty four parganas district,2024,2,2333257
West Bengal,purba bardhaman district,2024,2,1432719
West Bengal,uttar dinajpur district,2024,2,745909
West Bengal,kalimpong district,2024,2,68216
West Bengal,murshidabad district,2024,2,2271497
West Bengal,paschim medinipur district,2024,2,1558562
West Bengal,dakshin dinajpur district,2024,2,532683
West Bengal,jalpaiguri district,2024,2,480852
West Bengal,purulia district,2024,2,806146
West Bengal,north twenty four parganas district,2024,2,4746814
West Bengal,bankura district,2024,2,1176224
West Bengal,jhargram district,2024,2,226765
West Bengal,howrah district,2024,2,1807232
West Bengal,hooghly district,2024,2,2007748
West Bengal,kolkata district,2024,2,3404100
West Bengal,koch bihar district,2024,2,693775
West Bengal,alipurduar district,2024,2,334161
West Bengal,paschim bardhaman district,2024,2,1412133
West Bengal,nadia district,2024,2,1737326
West Bengal,birbhum district,2024,2,1099269
West Bengal,purba medinipur district,2024,2,1721598
West Bengal,maldah district,2024,2,1231444
West Bengal,darjiling district,2024,2,711967
West Bengal,south twenty four parganas district,2024,3,2439683
West Bengal,purba bardhaman district,2024,3,1387785
West Bengal,uttar dinajpur district,2024,3,886415
West Bengal,kalimpong district,2024,3,75761
